1265566011 0
1266249869 160
1267479087 63954
1267479950 63938
1267479963 63954
1267480113 63868
1267480123 63954
1267491166 64903
1267493227 64903
1267495874 64818
1268065862 65290
1268075301 65430
1268075426 1368
1268086511 1377
1268087063 1378
1268094484 1359
1270052407 1650
1270052448 1671
1270052732 1671
1270525290 1710
1270678573 1728
1270680397 1743
1270680668 1704
1270682423 1729
1270682527 1729
1270781350 1690
1270804040 1770
1270828820 1832
1270828825 1832
1270831342 1871
1270840363 1853
1270840674 1853
1270851456 1885
1270853897 1901
1270933910 1919
1270935859 1924
1270936722 1946
1270938286 1948
1270938327 1948
1270942902 1981
1271010518 2042
1271012336 2062
1271012416 2062
1271012554 2219
1271012581 2219
1271084228 2286
1271272205 2404
1271716585 2625
1271718545 2625
1271719198 2625
1271726672 2723
1271731165 2915
1271731182 2928
1271731381 2928
1271798448 2943
1271798999 2962
1271799120 3161
1271805037 3205
1271806340 3285
1272298318 3352
1272298350 3352
1272322853 3390
1272323390 3397
1272323501 3397
1272323553 3472
1272335167 3477
1272336182 3482
1272392744 3482
1272399327 3558
1272399637 3558
1272399650 3558
1272399736 3785
1272400047 3785
1272411776 3820
1272411862 3950
1272424893 4084
1272475680 4089
1273080991 4097
1273083498 4129
1273083542 4130
1273084159 4130
1273089243 4134
1273096424 4176
1273335272 4111
1273335659 4092
1273335694 4092
1273335841 4092
1273359484 4229
1273361561 4229
1273421747 868739
1273423086 1733233
1273424849 1733320
1273425047 1733320
1273428143 1733383
1273429085 1733383
1273429251 1733383
1273433408 1733454
1273433809 1733454
1273434473 1733454
1273441703 1733467
1273442461 1733467
1273442759 1733410
1273442835 1733397
1273443160 1733408
1273443279 1733408
1273443697 1733465
1273446149 1733471
1273446285 1733471
1273446587 1733459
1273447542 1733459
1273506748 1733529
1273506879 1733529
1273507655 1733529
1273527803 1733514
1273533957 1733514
1273534126 1733495
1273534246 1733495
1273534960 1734990
1273535004 1734992
1273535058 1734992
1273535180 1734992
1273560695 1735978
1273616013 1735978
1273628829 1736373
